IND_ID,IND_CODE,IND_UUID,IND_PER_CODE,DIM_TIME,DIM_TIME_TYPE,DIM_GEO_CODE_M49,DIM_GEO_CODE_TYPE,DIM_PUBLISH_STATE_CODE,IND_NAME,GEO_NAME_SHORT,DIM_SEX,RATE_PER_CAPITA_N,RATE_PER_CAPITA_NL,RATE_PER_CAPITA_NU
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2005,YEAR,061,REGION,PUBLISHED,Alcohol consumption (age 15+),Polynesia,FEMALE,1.10943000000000,0.70114000000000,1.58730000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2005,YEAR,112,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Belarus,FEMALE,5.83655000000000,4.33654000000000,7.42943000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2000,YEAR,050,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Bangladesh,FEMALE,0.00090000000000,0.00000000000000,0.01608000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2015,YEAR,512,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Oman,FEMALE,0.15602000000000,0.01333000000000,0.36500000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2015,YEAR,035,REGION,PUBLISHED,Alcohol consumption (age 15+),South-eastern Asia,FEMALE,1.47267000000000,1.17090000000000,1.80768000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2010,YEAR,052,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Barbados,FEMALE,3.44201000000000,2.18536000000000,4.74252000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2010,YEAR,454,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Malawi,FEMALE,1.27807000000000,0.53772000000000,2.10811000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2019,YEAR,009,REGION,PUBLISHED,Alcohol consumption (age 15+),Oceania,FEMALE,3.77635000000000,2.89396000000000,4.76342000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2019,YEAR,954,WHOREGION,PUBLISHED,Alcohol consumption (age 15+),Americas,FEMALE,3.26583000000000,2.72680000000000,3.84858000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2000,YEAR,818,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Egypt,FEMALE,0.03374000000000,0.00000000000000,0.12704000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2005,YEAR,762,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Tajikistan,FEMALE,0.21789000000000,0.01295000000000,0.45041000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2019,YEAR,620,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Portugal,FEMALE,4.80883000000000,3.40573000000000,6.32720000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2019,YEAR,214,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Dominican Republic,FEMALE,2.81557000000000,1.75016000000000,3.94740000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2005,YEAR,678,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Sao Tome and Principe,FEMALE,3.20818000000000,2.08916000000000,4.36934000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2005,YEAR,053,REGION,PUBLISHED,Alcohol consumption (age 15+),Australia and New Zealand,FEMALE,5.01015000000000,3.79048000000000,6.30656000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2015,YEAR,570,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Niue,FEMALE,3.05128000000000,2.15150000000000,4.03456000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2005,YEAR,019,REGION,PUBLISHED,Alcohol consumption (age 15+),Americas,FEMALE,3.39774000000000,2.87551000000000,3.99009000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2005,YEAR,021,REGION,PUBLISHED,Alcohol consumption (age 15+),Northern America,FEMALE,4.18436000000000,3.06154000000000,5.39491000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2000,YEAR,030,REGION,PUBLISHED,Alcohol consumption (age 15+),Eastern Asia,FEMALE,1.74607000000000,1.12774000000000,2.44858000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2019,YEAR,428,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Latvia,FEMALE,5.99413000000000,4.12832000000000,7.92547000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2005,YEAR,262,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Djibouti,FEMALE,0.16773000000000,0.01340000000000,0.38953000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2010,YEAR,784,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),United Arab Emirates,FEMALE,0.34175000000000,0.09801000000000,0.66562000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2019,YEAR,324,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Guinea,FEMALE,0.13247000000000,0.00193000000000,0.33870000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2019,YEAR,887,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Yemen,FEMALE,0.00635000000000,0.00000000000000,0.05173000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2019,YEAR,752,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Sweden,FEMALE,4.17948000000000,2.78019000000000,5.65070000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2019,YEAR,398,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Kazakhstan,FEMALE,1.43467000000000,0.81035000000000,2.15000000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2000,YEAR,004,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Afghanistan,FEMALE,0.00065000000000,0.00000000000000,0.00965000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2019,YEAR,015,REGION,PUBLISHED,Alcohol consumption (age 15+),Northern Africa,FEMALE,0.08654000000000,0.04926000000000,0.15585000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2019,YEAR,039,REGION,PUBLISHED,Alcohol consumption (age 15+),Southern Europe,FEMALE,3.95067000000000,3.29697000000000,4.66236000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2010,YEAR,044,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Bahamas,FEMALE,1.83184000000000,0.15306000000000,3.66422000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2005,YEAR,854,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Burkina Faso,FEMALE,2.87467000000000,1.78823000000000,3.96144000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2010,YEAR,288,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Ghana,FEMALE,2.16981000000000,1.05900000000000,3.28325000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2000,YEAR,747,REGION,PUBLISHED,Alcohol consumption (age 15+),Northern Africa and Western Asia,FEMALE,0.32156000000000,0.23687000000000,0.43273000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2000,YEAR,184,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Cook Islands,FEMALE,0.87924000000000,0.22785000000000,1.59385000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2005,YEAR,212,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Dominica,FEMALE,3.16936000000000,2.02469000000000,4.47824000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2015,YEAR,100,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Bulgaria,FEMALE,4.70635000000000,3.36603000000000,6.14635000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2010,YEAR,586,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Pakistan,FEMALE,0.02126000000000,0.00000000000000,0.11097000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2015,YEAR,108,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Burundi,FEMALE,1.57320000000000,0.84708000000000,2.37258000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2015,YEAR,834,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),United Republic of Tanzania,FEMALE,4.03404000000000,2.67807000000000,5.46601000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2005,YEAR,140,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Central African Republic,FEMALE,0.90856000000000,0.37649000000000,1.55821000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2010,YEAR,320,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Guatemala,FEMALE,0.80185000000000,0.32016000000000,1.33877000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2000,YEAR,756,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Switzerland,FEMALE,5.71776000000000,4.13165000000000,7.29706000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2010,YEAR,218,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Ecuador,FEMALE,1.90956000000000,1.11959000000000,2.79800000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2005,YEAR,218,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Ecuador,FEMALE,1.74864000000000,0.95263000000000,2.62605000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2015,YEAR,604,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Peru,FEMALE,3.51434000000000,2.24493000000000,4.85918000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2005,YEAR,524,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Nepal,FEMALE,0.10109000000000,0.00000000000000,0.31236000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2019,YEAR,054,REGION,PUBLISHED,Alcohol consumption (age 15+),Melanesia,FEMALE,0.62786000000000,0.29508000000000,1.01817000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2005,YEAR,090,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Solomon Islands,FEMALE,0.35211000000000,0.05716000000000,0.73396000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2000,YEAR,512,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Oman,FEMALE,0.18539000000000,0.01515000000000,0.42243000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2005,YEAR,426,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Lesotho,FEMALE,1.17387000000000,0.58115000000000,1.82667000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2019,YEAR,442,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Luxembourg,FEMALE,5.44147000000000,3.64339000000000,7.70287000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2015,YEAR,372,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Ireland,FEMALE,5.54587000000000,4.02458000000000,7.20588000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2019,YEAR,392,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Japan,FEMALE,2.89319000000000,1.89212000000000,4.02683000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2000,YEAR,116,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Cambodia,FEMALE,0.69591000000000,0.17593000000000,1.33307000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2005,YEAR,152,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Chile,FEMALE,3.46764000000000,2.34729000000000,4.69139000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2000,YEAR,140,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Central African Republic,FEMALE,0.93146000000000,0.40535000000000,1.54412000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2019,YEAR,642,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Romania,FEMALE,7.50884000000000,5.45540000000000,9.72470000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2015,YEAR,562,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Niger,FEMALE,0.04721000000000,0.00000000000000,0.16867000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2010,YEAR,591,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Panama,FEMALE,2.57446000000000,1.66970000000000,3.55334000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2015,YEAR,516,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Namibia,FEMALE,2.04641000000000,1.20513000000000,2.90874000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2015,YEAR,586,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Pakistan,FEMALE,0.02556000000000,0.00000000000000,0.12350000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2019,YEAR,440,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Lithuania,FEMALE,5.39399000000000,3.96758000000000,6.99361000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2015,YEAR,004,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Afghanistan,FEMALE,0.00205000000000,0.00000000000000,0.02326000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2005,YEAR,360,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Indonesia,FEMALE,0.02042000000000,0.00000000000000,0.09513000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2005,YEAR,722,CLASSIFICATION,PUBLISHED,Alcohol consumption (age 15+),Small Island Developing States,FEMALE,1.82841000000000,1.49803000000000,2.18374000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2005,YEAR,643,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Russian Federation,FEMALE,5.90758000000000,4.30294000000000,7.52836000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2019,YEAR,634,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Qatar,FEMALE,0.25680000000000,0.05418000000000,0.57075000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2015,YEAR,600,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Paraguay,FEMALE,2.29875000000000,1.34791000000000,3.27459000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2010,YEAR,143,REGION,PUBLISHED,Alcohol consumption (age 15+),Central Asia,FEMALE,0.86091000000000,0.63055000000000,1.11447000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2000,YEAR,232,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Eritrea,FEMALE,0.30295000000000,0.05665000000000,0.63299000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2019,YEAR,021,REGION,PUBLISHED,Alcohol consumption (age 15+),Northern America,FEMALE,4.29412000000000,3.12310000000000,5.56503000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2019,YEAR,562,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Niger,FEMALE,0.03404000000000,0.00000000000000,0.13627000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2010,YEAR,512,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Oman,FEMALE,0.19843000000000,0.02745000000000,0.44514000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2015,YEAR,013,REGION,PUBLISHED,Alcohol consumption (age 15+),Central America,FEMALE,1.83777000000000,1.15951000000000,2.58969000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2019,YEAR,426,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Lesotho,FEMALE,1.42538000000000,0.77629000000000,2.16470000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2000,YEAR,450,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Madagascar,FEMALE,0.52117000000000,0.13529000000000,0.98208000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2015,YEAR,231,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Ethiopia,FEMALE,0.76902000000000,0.26779000000000,1.31649000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2005,YEAR,705,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Slovenia,FEMALE,5.17464000000000,3.75368000000000,6.72504000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2015,YEAR,203,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Czechia,FEMALE,5.81230000000000,4.29234000000000,7.45727000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2005,YEAR,620,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Portugal,FEMALE,5.61887000000000,4.08531000000000,7.23030000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2000,YEAR,151,REGION,PUBLISHED,Alcohol consumption (age 15+),Eastern Europe,FEMALE,5.49034000000000,4.67272000000000,6.40919000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2010,YEAR,053,REGION,PUBLISHED,Alcohol consumption (age 15+),Australia and New Zealand,FEMALE,5.14257000000000,3.97210000000000,6.48977000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2010,YEAR,096,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Brunei Darussalam,FEMALE,0.10329000000000,0.00000000000000,0.46019000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2019,YEAR,558,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Nicaragua,FEMALE,1.64077000000000,0.93221000000000,2.42081000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2010,YEAR,024,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Angola,FEMALE,3.72388000000000,2.48544000000000,5.01013000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2019,YEAR,434,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Libya,FEMALE,0.00177000000000,0.00000000000000,0.03133000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2000,YEAR,454,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Malawi,FEMALE,1.04823000000000,0.40733000000000,1.71299000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2005,YEAR,955,WHOREGION,PUBLISHED,Alcohol consumption (age 15+),South-East Asia,FEMALE,0.70632000000000,0.39354000000000,1.07956000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2000,YEAR,320,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Guatemala,FEMALE,0.95407000000000,0.42514000000000,1.54410000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2010,YEAR,807,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),North Macedonia,FEMALE,1.55349000000000,0.78499000000000,2.37243000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2019,YEAR,678,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Sao Tome and Principe,FEMALE,2.09231000000000,1.20365000000000,3.04279000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2019,YEAR,196,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Cyprus,FEMALE,3.43470000000000,2.29716000000000,4.65806000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2010,YEAR,678,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Sao Tome and Principe,FEMALE,2.54894000000000,1.58841000000000,3.62498000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2005,YEAR,076,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Brazil,FEMALE,3.59958000000000,2.37994000000000,4.87591000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2010,YEAR,145,REGION,PUBLISHED,Alcohol consumption (age 15+),Western Asia,FEMALE,0.51192000000000,0.37559000000000,0.67954000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2010,YEAR,548,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Vanuatu,FEMALE,0.58133000000000,0.06026000000000,1.17009000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2005,YEAR,554,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),New Zealand,FEMALE,4.79880000000000,3.39815000000000,6.31328000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2015,YEAR,057,REGION,PUBLISHED,Alcohol consumption (age 15+),Micronesia,FEMALE,0.49456000000000,0.23721000000000,0.83534000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2005,YEAR,442,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Luxembourg,FEMALE,5.96724000000000,4.38495000000000,7.79509000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2010,YEAR,414,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Kuwait,FEMALE,0.00000000000000,0.00000000000000,0.00000000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2005,YEAR,818,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Egypt,FEMALE,0.03864000000000,0.00000000000000,0.14417000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2010,YEAR,348,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Hungary,FEMALE,4.82148000000000,3.28904000000000,6.50009000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2000,YEAR,328,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Guyana,FEMALE,2.16414000000000,1.33864000000000,3.03964000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2015,YEAR,332,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Haiti,FEMALE,1.30573000000000,0.65336000000000,2.06382000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2015,YEAR,686,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Senegal,FEMALE,0.10230000000000,0.00000000000000,0.28772000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2015,YEAR,566,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Nigeria,FEMALE,1.43247000000000,0.74105000000000,2.20223000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2015,YEAR,032,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Argentina,FEMALE,3.96869000000000,2.69491000000000,5.27472000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2005,YEAR,056,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Belgium,FEMALE,5.07771000000000,3.71702000000000,6.55553000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2005,YEAR,600,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Paraguay,FEMALE,2.52174000000000,1.55198000000000,3.57101000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2010,YEAR,070,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Bosnia and Herzegovina,FEMALE,2.02234000000000,1.19230000000000,2.94196000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2005,YEAR,018,REGION,PUBLISHED,Alcohol consumption (age 15+),Southern Africa,FEMALE,2.96063000000000,2.04235000000000,3.93700000000000
EE6F72ASA_0000001688,SA_0000001688,EE6F72A,SA_0000001688,2019,YEAR,462,COUNTRY,PUBLISHED,Alcohol consumption (age 15+),Maldives,FEMALE,0.26676000000000,0.02405000000000,0.57779000000000
