measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
2,DALYs (Disability-Adjusted Life Years),152,Saudi Arabia,2,Female,41,50-74 years,410,Neoplasms,3,Rate,2006,5109.300547276447,5684.378523881263,4571.002859239112
2,DALYs (Disability-Adjusted Life Years),152,Saudi Arabia,1,Male,234,75+ years,410,Neoplasms,1,Number,2006,10527.256863714185,11712.216443391937,9450.235227440138
2,DALYs (Disability-Adjusted Life Years),152,Saudi Arabia,2,Female,234,75+ years,410,Neoplasms,1,Number,2006,6225.267630129865,6935.38740117686,5425.020201057947
2,DALYs (Disability-Adjusted Life Years),152,Saudi Arabia,1,Male,234,75+ years,410,Neoplasms,2,Percent,2006,0.0608606792778666,0.06786832505391216,0.05467567449888089
2,DALYs (Disability-Adjusted Life Years),152,Saudi Arabia,2,Female,234,75+ years,410,Neoplasms,2,Percent,2006,0.04286679845451265,0.04792316484701889,0.03813397768287245
2,DALYs (Disability-Adjusted Life Years),152,Saudi Arabia,1,Male,234,75+ years,410,Neoplasms,3,Rate,2006,10622.762196085454,11818.471960732444,9535.969608966845
2,DALYs (Disability-Adjusted Life Years),152,Saudi Arabia,2,Female,234,75+ years,410,Neoplasms,3,Rate,2006,6723.823754247321,7490.814102070628,5859.487794323806
2,DALYs (Disability-Adjusted Life Years),152,Saudi Arabia,1,Male,41,50-74 years,410,Neoplasms,1,Number,2003,60682.07646549328,68945.50543339935,53518.80933410225
2,DALYs (Disability-Adjusted Life Years),152,Saudi Arabia,2,Female,41,50-74 years,410,Neoplasms,1,Number,2003,40959.52358905541,45845.21326787729,36491.60929172537
2,DALYs (Disability-Adjusted Life Years),152,Saudi Arabia,1,Male,41,50-74 years,410,Neoplasms,2,Percent,2003,0.07157111122452442,0.07988311806806732,0.06457304266429088
2,DALYs (Disability-Adjusted Life Years),152,Saudi Arabia,2,Female,41,50-74 years,410,Neoplasms,2,Percent,2003,0.07476067137550683,0.0833678112287137,0.0667635896569869
2,DALYs (Disability-Adjusted Life Years),152,Saudi Arabia,1,Male,41,50-74 years,410,Neoplasms,3,Rate,2003,5172.332805402777,5876.679248789912,4561.760396948265
2,DALYs (Disability-Adjusted Life Years),152,Saudi Arabia,2,Female,41,50-74 years,410,Neoplasms,3,Rate,2003,5055.796460132511,5658.85651598956,4504.3040766944305
2,DALYs (Disability-Adjusted Life Years),152,Saudi Arabia,1,Male,234,75+ years,410,Neoplasms,1,Number,2003,9956.258484464264,11237.575911574319,8724.114528006998
2,DALYs (Disability-Adjusted Life Years),152,Saudi Arabia,2,Female,234,75+ years,410,Neoplasms,1,Number,2003,5408.252364111834,6145.49968057807,4764.333760243047
2,DALYs (Disability-Adjusted Life Years),152,Saudi Arabia,1,Male,234,75+ years,410,Neoplasms,2,Percent,2003,0.05979089424107132,0.06763431520969296,0.05258028240614614
2,DALYs (Disability-Adjusted Life Years),152,Saudi Arabia,2,Female,234,75+ years,410,Neoplasms,2,Percent,2003,0.04051690030037948,0.045651352230274,0.03599623180424405
2,DALYs (Disability-Adjusted Life Years),152,Saudi Arabia,1,Male,234,75+ years,410,Neoplasms,3,Rate,2003,10580.540448775739,11942.19963896385,9271.138027137804
2,DALYs (Disability-Adjusted Life Years),152,Saudi Arabia,2,Female,234,75+ years,410,Neoplasms,3,Rate,2003,6467.833166613965,7349.521431954478,5697.758506204468
2,DALYs (Disability-Adjusted Life Years),152,Saudi Arabia,1,Male,41,50-74 years,410,Neoplasms,1,Number,2004,62552.77273593351,70583.4587929111,55562.658987530194
2,DALYs (Disability-Adjusted Life Years),152,Saudi Arabia,2,Female,41,50-74 years,410,Neoplasms,1,Number,2004,41804.19693744656,46893.72069107165,37379.18462134644
2,DALYs (Disability-Adjusted Life Years),152,Saudi Arabia,1,Male,41,50-74 years,410,Neoplasms,2,Percent,2004,0.07113450418175996,0.07932286590327567,0.06438087148977693
2,DALYs (Disability-Adjusted Life Years),152,Saudi Arabia,2,Female,41,50-74 years,410,Neoplasms,2,Percent,2004,0.07585009533468702,0.08489801912530992,0.06771949684415454
2,DALYs (Disability-Adjusted Life Years),152,Saudi Arabia,1,Male,41,50-74 years,410,Neoplasms,3,Rate,2004,5116.3292447255035,5773.176769326465,4544.592424266884
2,DALYs (Disability-Adjusted Life Years),152,Saudi Arabia,2,Female,41,50-74 years,410,Neoplasms,3,Rate,2004,5011.886056737182,5622.06673248118,4481.373353404121
2,DALYs (Disability-Adjusted Life Years),152,Saudi Arabia,1,Male,234,75+ years,410,Neoplasms,1,Number,2004,10292.965952101176,11615.275177694311,9061.916226023835
2,DALYs (Disability-Adjusted Life Years),152,Saudi Arabia,2,Female,234,75+ years,410,Neoplasms,1,Number,2004,5709.226709114767,6476.177771834686,5023.167827160164
2,DALYs (Disability-Adjusted Life Years),152,Saudi Arabia,1,Male,234,75+ years,410,Neoplasms,2,Percent,2004,0.0602969821915092,0.06794871236017322,0.05321996356848928
2,DALYs (Disability-Adjusted Life Years),152,Saudi Arabia,2,Female,234,75+ years,410,Neoplasms,2,Percent,2004,0.04149230629852793,0.04686443183048924,0.036862876246178164
2,DALYs (Disability-Adjusted Life Years),152,Saudi Arabia,1,Male,234,75+ years,410,Neoplasms,3,Rate,2004,10580.135454413206,11939.336561703354,9314.739949013947
2,DALYs (Disability-Adjusted Life Years),152,Saudi Arabia,2,Female,234,75+ years,410,Neoplasms,3,Rate,2004,6475.887099614146,7345.827766915721,5697.701175392124
2,DALYs (Disability-Adjusted Life Years),152,Saudi Arabia,1,Male,41,50-74 years,410,Neoplasms,1,Number,2010,78176.94112139933,89512.38283010086,70822.93713743589
2,DALYs (Disability-Adjusted Life Years),152,Saudi Arabia,2,Female,41,50-74 years,410,Neoplasms,1,Number,2010,51527.35086676827,57997.40209246001,45434.0907453019
2,DALYs (Disability-Adjusted Life Years),152,Saudi Arabia,1,Male,41,50-74 years,410,Neoplasms,2,Percent,2010,0.07079485839635327,0.07932137566206066,0.0632350445395561
2,DALYs (Disability-Adjusted Life Years),152,Saudi Arabia,2,Female,41,50-74 years,410,Neoplasms,2,Percent,2010,0.08198937905345152,0.09176468233204434,0.07277226039453381
2,DALYs (Disability-Adjusted Life Years),152,Saudi Arabia,1,Male,41,50-74 years,410,Neoplasms,3,Rate,2010,5032.37432218735,5762.054774853549,4558.985362689796
2,DALYs (Disability-Adjusted Life Years),152,Saudi Arabia,2,Female,41,50-74 years,410,Neoplasms,3,Rate,2010,5100.58528489108,5741.042197950393,4497.426139509724
2,DALYs (Disability-Adjusted Life Years),152,Saudi Arabia,1,Male,234,75+ years,410,Neoplasms,1,Number,2010,9551.265791283464,10652.165134308168,8586.021180769056
2,DALYs (Disability-Adjusted Life Years),152,Saudi Arabia,2,Female,234,75+ years,410,Neoplasms,1,Number,2010,6030.97738995658,6736.8635480602625,5231.146948677878
2,DALYs (Disability-Adjusted Life Years),152,Saudi Arabia,1,Male,234,75+ years,410,Neoplasms,2,Percent,2010,0.059883416439924085,0.06694864260367393,0.053804866927136395
2,DALYs (Disability-Adjusted Life Years),152,Saudi Arabia,2,Female,234,75+ years,410,Neoplasms,2,Percent,2010,0.04282811680314804,0.04756484532151993,0.03801705847724679
2,DALYs (Disability-Adjusted Life Years),152,Saudi Arabia,1,Male,234,75+ years,410,Neoplasms,3,Rate,2010,10146.209336728862,11315.683146492343,9120.840124580438
2,DALYs (Disability-Adjusted Life Years),152,Saudi Arabia,2,Female,234,75+ years,410,Neoplasms,3,Rate,2010,6800.656348006228,7596.628355805804,5898.750800015148
2,DALYs (Disability-Adjusted Life Years),152,Saudi Arabia,1,Male,41,50-74 years,410,Neoplasms,1,Number,2008,73625.27380231726,82437.02266775313,67852.54591037173
2,DALYs (Disability-Adjusted Life Years),152,Saudi Arabia,2,Female,41,50-74 years,410,Neoplasms,1,Number,2008,48557.393822073434,53722.1165763395,43559.822545821386
2,DALYs (Disability-Adjusted Life Years),152,Saudi Arabia,1,Male,41,50-74 years,410,Neoplasms,2,Percent,2008,0.07112521600477831,0.07900019955796493,0.06447095969616856
2,DALYs (Disability-Adjusted Life Years),152,Saudi Arabia,2,Female,41,50-74 years,410,Neoplasms,2,Percent,2008,0.08026241341775202,0.08831195957869048,0.07218864903240912
2,DALYs (Disability-Adjusted Life Years),152,Saudi Arabia,1,Male,41,50-74 years,410,Neoplasms,3,Rate,2008,5123.680211582819,5736.9014732448695,4721.948440150238
2,DALYs (Disability-Adjusted Life Years),152,Saudi Arabia,2,Female,41,50-74 years,410,Neoplasms,3,Rate,2008,5163.418828914539,5712.616893646302,4631.995051905487
2,DALYs (Disability-Adjusted Life Years),152,Saudi Arabia,1,Male,234,75+ years,410,Neoplasms,1,Number,2008,10051.676964000932,11121.773537888912,9026.70040763071
2,DALYs (Disability-Adjusted Life Years),152,Saudi Arabia,2,Female,234,75+ years,410,Neoplasms,1,Number,2008,6268.705693828295,6989.267650380101,5476.763465340868
2,DALYs (Disability-Adjusted Life Years),152,Saudi Arabia,1,Male,234,75+ years,410,Neoplasms,2,Percent,2008,0.06032800816578299,0.06699601379718274,0.054417744946651594
2,DALYs (Disability-Adjusted Life Years),152,Saudi Arabia,2,Female,234,75+ years,410,Neoplasms,2,Percent,2008,0.043106833714607926,0.04817987205524014,0.038671505548951116
2,DALYs (Disability-Adjusted Life Years),152,Saudi Arabia,1,Male,234,75+ years,410,Neoplasms,3,Rate,2008,10394.961996140772,11501.604525303206,9334.98042405462
2,DALYs (Disability-Adjusted Life Years),152,Saudi Arabia,2,Female,234,75+ years,410,Neoplasms,3,Rate,2008,6851.721461193173,7639.298684141455,5986.125303393863
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,1,Male,41,50-74 years,410,Neoplasms,1,Number,2005,36926.86184044127,43256.8172684492,30987.876741045075
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,2,Female,41,50-74 years,410,Neoplasms,1,Number,2005,28889.95594815099,33684.82222308243,24750.174476161308
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,1,Male,41,50-74 years,410,Neoplasms,2,Percent,2005,0.20951249887148052,0.23570445490058595,0.18507672090386856
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,2,Female,41,50-74 years,410,Neoplasms,2,Percent,2005,0.18460676701796414,0.2152254362388346,0.15683491596753157
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,1,Male,41,50-74 years,410,Neoplasms,3,Rate,2005,11434.794264338896,13394.932072270232,9595.724563696325
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,2,Female,41,50-74 years,410,Neoplasms,3,Rate,2005,8322.856141682783,9704.20065797356,7130.233843773766
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,1,Male,234,75+ years,410,Neoplasms,1,Number,2005,15462.309238890351,18317.593594020953,12484.507872265049
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,2,Female,234,75+ years,410,Neoplasms,1,Number,2005,8375.42053228263,9917.122850840082,6964.417806682159
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,1,Male,234,75+ years,410,Neoplasms,2,Percent,2005,0.17846626724333603,0.20576774475751397,0.1510358456392744
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,2,Female,234,75+ years,410,Neoplasms,2,Percent,2005,0.11051442895835469,0.12978335604548577,0.09340223626495067
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,1,Male,234,75+ years,410,Neoplasms,3,Rate,2005,24676.241688718055,29232.979349869303,19923.97958552434
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,2,Female,234,75+ years,410,Neoplasms,3,Rate,2005,13787.014223826096,16324.85357325687,11464.323133542515
2,DALYs (Disability-Adjusted Life Years),152,Saudi Arabia,1,Male,41,50-74 years,410,Neoplasms,1,Number,2012,81829.89143190859,95693.23729640683,71706.82870569544
2,DALYs (Disability-Adjusted Life Years),152,Saudi Arabia,2,Female,41,50-74 years,410,Neoplasms,1,Number,2012,53508.49427885556,61715.613868303284,46579.76442974547
2,DALYs (Disability-Adjusted Life Years),152,Saudi Arabia,1,Male,41,50-74 years,410,Neoplasms,2,Percent,2012,0.07020945472930726,0.07960787175319621,0.06234582625523267
2,DALYs (Disability-Adjusted Life Years),152,Saudi Arabia,2,Female,41,50-74 years,410,Neoplasms,2,Percent,2012,0.08199930951224275,0.09322232918167625,0.0717950612002051
