,measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
62,1,Deaths,142,Iran,3,Both,22,All ages,526,Digestive diseases,3,Rate,2001,10.465355443203654,12.73483957452751,9.68061982927228
63,1,Deaths,141,Egypt,3,Both,22,All ages,410,Neoplasms,3,Rate,2001,41.95464280962173,46.535418288065344,38.89280536602379
64,1,Deaths,152,Saudi Arabia,3,Both,22,All ages,956,Respiratory infections and tuberculosis,3,Rate,2003,22.10351010963573,24.576633265633777,19.79246290302912
65,1,Deaths,152,Saudi Arabia,3,Both,22,All ages,974,Diabetes and kidney diseases,3,Rate,2003,32.932709946540754,36.43289462739015,29.56050657432955
66,1,Deaths,148,Morocco,3,Both,22,All ages,410,Neoplasms,3,Rate,2000,31.624076163250333,36.90024232374488,27.39339501401832
67,1,Deaths,152,Saudi Arabia,3,Both,22,All ages,526,Digestive diseases,3,Rate,2003,20.210350158838025,22.25578914114112,18.0741253211082
68,1,Deaths,148,Morocco,3,Both,22,All ages,956,Respiratory infections and tuberculosis,3,Rate,2000,47.08217702777472,66.00464107326371,38.07431218414055
69,1,Deaths,157,Yemen,3,Both,22,All ages,410,Neoplasms,3,Rate,2001,30.84576698966202,40.29911771998888,23.07516131376017
70,1,Deaths,148,Morocco,3,Both,22,All ages,526,Digestive diseases,3,Rate,2000,17.573412905710548,22.659049446528154,14.363083126263076
71,1,Deaths,142,Iran,3,Both,22,All ages,956,Respiratory infections and tuberculosis,3,Rate,2001,12.972452908320076,14.315065694214276,11.84054158767773
72,1,Deaths,149,Palestine,3,Both,22,All ages,526,Digestive diseases,3,Rate,2000,12.857883391113951,15.355835712060498,10.767415537493871
73,1,Deaths,140,Bahrain,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2003,131.07016083901655,139.0396479069096,122.68916768092456
74,1,Deaths,157,Yemen,3,Both,22,All ages,526,Digestive diseases,3,Rate,2001,18.373001675141044,30.94373317820553,12.172436740023562
75,1,Deaths,153,Syria,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2000,207.26011815792268,235.78995630072177,183.11379619235464
76,1,Deaths,142,Iran,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2001,167.85265617656668,174.3290295863159,158.95015597093115
77,1,Deaths,143,Iraq,3,Both,22,All ages,410,Neoplasms,3,Rate,2001,36.99632055867696,46.83213416141884,28.82902359009491
78,1,Deaths,141,Egypt,3,Both,22,All ages,410,Neoplasms,3,Rate,2000,39.64511284528648,43.782865982902514,36.46495160026868
79,1,Deaths,157,Yemen,3,Both,22,All ages,956,Respiratory infections and tuberculosis,3,Rate,2001,55.11747114339617,73.50946849726819,42.46503848107552
80,1,Deaths,157,Yemen,3,Both,22,All ages,974,Diabetes and kidney diseases,3,Rate,2001,9.969666444907556,16.49085200904093,7.21364474021034
81,1,Deaths,153,Syria,3,Both,22,All ages,410,Neoplasms,3,Rate,2003,30.79800435351385,35.30649395106542,26.847088228310245
82,1,Deaths,143,Iraq,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2001,183.70758919316765,228.9064775508276,148.50534017626933
83,1,Deaths,522,Sudan,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2001,230.1012163748665,285.9937190216703,187.05632855797992
84,1,Deaths,149,Palestine,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2000,155.02619552838942,170.48304543884495,139.0917462584086
85,1,Deaths,141,Egypt,3,Both,22,All ages,956,Respiratory infections and tuberculosis,3,Rate,2001,46.37858852368802,52.658006484013285,40.511691956809045
86,1,Deaths,160,Afghanistan,3,Both,22,All ages,526,Digestive diseases,3,Rate,2001,40.01908594829408,53.65061696034808,26.513515309872467
87,1,Deaths,153,Syria,3,Both,22,All ages,956,Respiratory infections and tuberculosis,3,Rate,2003,11.530844898624832,12.95495091059962,10.402139945429685
88,1,Deaths,150,Oman,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2000,140.9831620323258,166.68362221513968,116.35651884874038
89,1,Deaths,142,Iran,3,Both,22,All ages,974,Diabetes and kidney diseases,3,Rate,2001,15.398167831992575,17.58701639801318,13.415739738390142
90,1,Deaths,153,Syria,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2003,184.37004244092816,208.29900173913416,163.77379750955808
91,1,Deaths,139,Algeria,3,Both,22,All ages,410,Neoplasms,3,Rate,2003,29.54225527593617,34.227419435777314,25.477204406727854
92,1,Deaths,139,Algeria,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2003,190.0276976177425,215.48366675009328,165.0776806663908
93,1,Deaths,153,Syria,3,Both,22,All ages,974,Diabetes and kidney diseases,3,Rate,2000,23.72794255253037,27.327289855462627,20.433818419568208
94,1,Deaths,144,Jordan,3,Both,22,All ages,526,Digestive diseases,3,Rate,2001,12.184958221458135,14.698674352878909,10.088505530323282
95,1,Deaths,522,Sudan,3,Both,22,All ages,526,Digestive diseases,3,Rate,2001,21.598755174267623,36.72589615482177,14.14598500628392
96,1,Deaths,155,Turkey,3,Both,22,All ages,526,Digestive diseases,3,Rate,2003,14.538957190599536,17.74910194514021,12.112887526305398
97,1,Deaths,141,Egypt,3,Both,22,All ages,956,Respiratory infections and tuberculosis,3,Rate,2000,47.28734507068762,54.05808857750789,41.094327945579
98,1,Deaths,154,Tunisia,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2003,248.1850265213829,297.34717157122554,204.92687643076877
99,1,Deaths,153,Syria,3,Both,22,All ages,974,Diabetes and kidney diseases,3,Rate,2003,20.54193481998472,23.732478785874505,17.944479624487563
100,1,Deaths,144,Jordan,3,Both,22,All ages,956,Respiratory infections and tuberculosis,3,Rate,2001,16.396515082389524,18.85372404948632,14.253678633660098
101,1,Deaths,154,Tunisia,3,Both,22,All ages,410,Neoplasms,3,Rate,2003,61.38852819865645,75.53514059010278,49.25452804585298
102,1,Deaths,154,Tunisia,3,Both,22,All ages,410,Neoplasms,3,Rate,2000,60.21398052698132,71.56773782721054,50.11620380046644
103,1,Deaths,149,Palestine,3,Both,22,All ages,974,Diabetes and kidney diseases,3,Rate,2000,32.89874931297036,37.57069014476727,28.959538815108097
104,1,Deaths,144,Jordan,3,Both,22,All ages,974,Diabetes and kidney diseases,3,Rate,2001,34.90860910917578,40.92781066486421,29.38404509766636
105,1,Deaths,160,Afghanistan,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2001,313.70434021706404,367.5172693049288,256.19587473864
106,1,Deaths,145,Kuwait,3,Both,22,All ages,410,Neoplasms,3,Rate,2001,31.46611039397548,32.9689569143059,29.79938946456741
107,1,Deaths,160,Afghanistan,3,Both,22,All ages,974,Diabetes and kidney diseases,3,Rate,2001,34.618417866898895,51.10607647653247,26.26803384258562
108,1,Deaths,145,Kuwait,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2001,105.89564256709409,111.070280345065,97.9821905425442
109,1,Deaths,139,Algeria,3,Both,22,All ages,526,Digestive diseases,3,Rate,2003,12.07190226573914,15.262501632997084,9.88485796008747
110,1,Deaths,160,Afghanistan,3,Both,22,All ages,410,Neoplasms,3,Rate,2001,67.51616721790889,83.48409329842775,47.34852845388463
111,1,Deaths,154,Tunisia,3,Both,22,All ages,956,Respiratory infections and tuberculosis,3,Rate,2000,20.13682138420854,24.718515172366555,16.23608364875895
112,1,Deaths,143,Iraq,3,Both,22,All ages,526,Digestive diseases,3,Rate,2001,10.778712962541828,13.875281519993454,8.183499911319675
113,1,Deaths,150,Oman,3,Both,22,All ages,526,Digestive diseases,3,Rate,2000,9.633345960445912,11.635329399227858,7.716352922030948
114,1,Deaths,154,Tunisia,3,Both,22,All ages,956,Respiratory infections and tuberculosis,3,Rate,2003,19.445047307003453,24.231075729291152,15.573128549897431
115,1,Deaths,154,Tunisia,3,Both,22,All ages,974,Diabetes and kidney diseases,3,Rate,2003,26.418214112030377,33.654784741609205,19.905000012482496
116,1,Deaths,160,Afghanistan,3,Both,22,All ages,956,Respiratory infections and tuberculosis,3,Rate,2001,225.8760824781885,302.97531433792784,182.62560347247748
117,1,Deaths,522,Sudan,3,Both,22,All ages,410,Neoplasms,3,Rate,2000,37.30154338817339,47.788020306578034,28.995072055031887
118,1,Deaths,154,Tunisia,3,Both,22,All ages,526,Digestive diseases,3,Rate,2003,15.678024138491327,19.977318450963818,12.574588877286471
119,1,Deaths,146,Lebanon,3,Both,22,All ages,526,Digestive diseases,3,Rate,2001,20.50323923241901,24.47452364674264,15.925430525227902
120,1,Deaths,144,Jordan,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2001,128.11419076871616,149.21982580132644,108.94558681370803
121,1,Deaths,522,Sudan,3,Both,22,All ages,974,Diabetes and kidney diseases,3,Rate,2001,15.137349509803716,22.518223250904253,11.348155671131757
122,1,Deaths,156,United Arab Emirates,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2003,65.78181255069073,77.26111097169095,55.893945912466585
123,1,Deaths,150,Oman,3,Both,22,All ages,956,Respiratory infections and tuberculosis,3,Rate,2000,16.77615221033034,22.018018707774285,13.522146448516796
124,1,Deaths,150,Oman,3,Both,22,All ages,974,Diabetes and kidney diseases,3,Rate,2000,23.361282927982455,28.245341063117987,18.733659083334235
125,1,Deaths,156,United Arab Emirates,3,Both,22,All ages,526,Digestive diseases,3,Rate,2003,6.570170309006848,7.962285856051059,5.507455275961598
126,1,Deaths,147,Libya,3,Both,22,All ages,526,Digestive diseases,3,Rate,2001,13.517754353311275,17.526523471292947,10.921791933651368
127,1,Deaths,151,Qatar,3,Both,22,All ages,956,Respiratory infections and tuberculosis,3,Rate,2000,10.736160136357862,12.71548525510795,9.059960947689747
128,1,Deaths,156,United Arab Emirates,3,Both,22,All ages,526,Digestive diseases,3,Rate,2000,7.18675310031389,8.734995829387046,5.767188448085295
129,1,Deaths,151,Qatar,3,Both,22,All ages,974,Diabetes and kidney diseases,3,Rate,2000,27.94693011741636,34.253185980794775,23.2657843716051
130,1,Deaths,155,Turkey,3,Both,22,All ages,410,Neoplasms,3,Rate,2003,95.29368346773164,107.7080780463894,84.49315158882678
131,1,Deaths,143,Iraq,3,Both,22,All ages,526,Digestive diseases,3,Rate,2000,11.04368107433011,14.425933031510064,8.434375561297557
132,1,Deaths,151,Qatar,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2000,102.65992319394138,118.68658358222962,85.94629932390703
133,1,Deaths,143,Iraq,3,Both,22,All ages,956,Respiratory infections and tuberculosis,3,Rate,2001,26.06145154311666,30.71806016920825,22.08637171469373
134,1,Deaths,143,Iraq,3,Both,22,All ages,974,Diabetes and kidney diseases,3,Rate,2001,29.272428442675707,37.0591755344074,22.823346592196074
135,1,Deaths,144,Jordan,3,Both,22,All ages,410,Neoplasms,3,Rate,2001,37.16645975895995,43.41162167760353,31.513430241155135
136,1,Deaths,146,Lebanon,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2001,210.4413103576348,240.0995567729178,181.08095438854872
137,1,Deaths,139,Algeria,3,Both,22,All ages,974,Diabetes and kidney diseases,3,Rate,2003,17.741923350500333,24.37385185449767,14.50085624657993
138,1,Deaths,152,Saudi Arabia,3,Both,22,All ages,410,Neoplasms,3,Rate,2000,28.30871297771472,32.48400070691464,25.32223236625783
139,1,Deaths,152,Saudi Arabia,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2000,151.52156361921422,168.58863886111465,138.10336645381386
140,1,Deaths,522,Sudan,3,Both,22,All ages,956,Respiratory infections and tuberculosis,3,Rate,2001,68.36699064550527,91.9926541175564,53.93613270961977
141,1,Deaths,139,Algeria,3,Both,22,All ages,956,Respiratory infections and tuberculosis,3,Rate,2003,20.20931762080911,25.345136147607302,16.73252482704378
142,1,Deaths,155,Turkey,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2003,178.33262621175083,197.1558565214495,158.06233300904051
143,1,Deaths,155,Turkey,3,Both,22,All ages,956,Respiratory infections and tuberculosis,3,Rate,2003,18.40058333898984,21.42384954198208,15.819470529348235
144,1,Deaths,139,Algeria,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2000,191.1748535049368,213.970021774571,169.290773580904
145,1,Deaths,146,Lebanon,3,Both,22,All ages,974,Diabetes and kidney diseases,3,Rate,2001,45.848172525428645,53.69921117871634,38.120181643667486
146,1,Deaths,147,Libya,3,Both,22,All ages,410,Neoplasms,3,Rate,2001,63.40265276210919,70.26184798213416,56.81457035057183
147,1,Deaths,148,Morocco,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2001,271.084830153889,309.31610442280817,232.6545560604324
148,1,Deaths,151,Qatar,3,Both,22,All ages,410,Neoplasms,3,Rate,2000,39.499349749657306,46.359165220749176,33.26147243260245
149,1,Deaths,153,Syria,3,Both,22,All ages,526,Digestive diseases,3,Rate,2000,11.63690469125774,13.39484047145402,10.16763031745684
150,1,Deaths,145,Kuwait,3,Both,22,All ages,956,Respiratory infections and tuberculosis,3,Rate,2001,9.84683322263441,10.39755448643589,9.203724046509793
151,1,Deaths,139,Algeria,3,Both,22,All ages,526,Digestive diseases,3,Rate,2000,12.010720314652191,14.743776702456556,10.182397522608351
152,1,Deaths,155,Turkey,3,Both,22,All ages,974,Diabetes and kidney diseases,3,Rate,2003,31.129300417869874,37.16604239141897,26.53437210612718
153,1,Deaths,157,Yemen,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2000,179.14722069087034,222.18179510427805,141.72869522709723
154,1,Deaths,148,Morocco,3,Both,22,All ages,974,Diabetes and kidney diseases,3,Rate,2001,22.502095456171656,32.10373825951206,17.813736323216805
155,1,Deaths,149,Palestine,3,Both,22,All ages,410,Neoplasms,3,Rate,2001,46.87385621656045,51.977789834075686,42.35493564276122
156,1,Deaths,156,United Arab Emirates,3,Both,22,All ages,974,Diabetes and kidney diseases,3,Rate,2003,12.54517604124381,14.938468359491322,10.476467100390908
157,1,Deaths,139,Algeria,3,Both,22,All ages,974,Diabetes and kidney diseases,3,Rate,2000,16.050945572389463,22.972606323456564,12.911828653112916
158,1,Deaths,157,Yemen,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2003,174.05853938572142,216.55568933225317,137.20483685995225
159,1,Deaths,140,Bahrain,3,Both,22,All ages,410,Neoplasms,3,Rate,2000,52.69964613824558,56.37221963850984,48.96352187807353
160,1,Deaths,147,Libya,3,Both,22,All ages,956,Respiratory infections and tuberculosis,3,Rate,2001,13.98784967572379,17.13698209936553,12.050140988046248
161,1,Deaths,144,Jordan,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2000,125.39088203283208,147.07222244295207,105.59712698508233
162,1,Deaths,522,Sudan,3,Both,22,All ages,410,Neoplasms,3,Rate,2003,36.63998792807487,47.05711381158124,27.837454619956244
163,1,Deaths,145,Kuwait,3,Both,22,All ages,974,Diabetes and kidney diseases,3,Rate,2001,18.73556557141705,19.8037614041588,17.27202317498488
164,1,Deaths,152,Saudi Arabia,3,Both,22,All ages,956,Respiratory infections and tuberculosis,3,Rate,2000,24.29957499819176,27.810724842545728,21.21047927388316
165,1,Deaths,152,Saudi Arabia,3,Both,22,All ages,974,Diabetes and kidney diseases,3,Rate,2000,32.55246120248106,37.18387988332095,28.479159419974074
166,1,Deaths,140,Bahrain,3,Both,22,All ages,956,Respiratory infections and tuberculosis,3,Rate,2000,11.158829383972868,12.423326032293518,10.273966960884636
167,1,Deaths,154,Tunisia,3,Both,22,All ages,526,Digestive diseases,3,Rate,2000,15.005570352680971,18.402993717483547,12.259189430709124
168,1,Deaths,156,United Arab Emirates,3,Both,22,All ages,410,Neoplasms,3,Rate,2003,36.05530935927568,42.01565737221308,30.360458420551957
169,1,Deaths,152,Saudi Arabia,3,Both,22,All ages,526,Digestive diseases,3,Rate,2000,20.509887356903008,23.617367896724165,18.05781599243232
170,1,Deaths,157,Yemen,3,Both,22,All ages,526,Digestive diseases,3,Rate,2003,18.16749488854068,30.449930249565835,12.0505145111674
171,1,Deaths,141,Egypt,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2003,279.56335980563387,291.9051889776193,262.7372192136373
172,1,Deaths,156,United Arab Emirates,3,Both,22,All ages,956,Respiratory infections and tuberculosis,3,Rate,2003,8.004720898800793,9.83365181463623,6.800362611241476
173,1,Deaths,146,Lebanon,3,Both,22,All ages,410,Neoplasms,3,Rate,2001,97.40466237422991,113.13954279374371,83.22623959770658
174,1,Deaths,522,Sudan,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2003,220.07979320288828,273.71566203201354,177.26454216059344
175,1,Deaths,149,Palestine,3,Both,22,All ages,956,Respiratory infections and tuberculosis,3,Rate,2001,19.252602115906672,21.9807911182994,16.738460341110798
176,1,Deaths,155,Turkey,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2000,186.15175122862703,207.63497202731617,164.80309708262115
177,1,Deaths,155,Turkey,3,Both,22,All ages,974,Diabetes and kidney diseases,3,Rate,2000,32.31417687553229,39.5161893255864,27.019810138792117
178,1,Deaths,156,United Arab Emirates,3,Both,22,All ages,410,Neoplasms,3,Rate,2000,37.31609211108374,44.821682157038055,30.883709080707167
179,1,Deaths,153,Syria,3,Both,22,All ages,410,Neoplasms,3,Rate,2000,33.687802219339666,38.63736908854291,29.19949935526486
180,1,Deaths,145,Kuwait,3,Both,22,All ages,526,Digestive diseases,3,Rate,2001,7.514179512511917,7.932899907795033,6.952329781996769
181,1,Deaths,149,Palestine,3,Both,22,All ages,526,Digestive diseases,3,Rate,2001,12.535044526242318,14.6831740145413,10.763163950641216
182,1,Deaths,157,Yemen,3,Both,22,All ages,956,Respiratory infections and tuberculosis,3,Rate,2003,51.16900427012456,67.04479031249076,39.59086272839188
183,1,Deaths,157,Yemen,3,Both,22,All ages,974,Diabetes and kidney diseases,3,Rate,2003,10.3603604729968,16.701990010334814,7.486567731059116
184,1,Deaths,140,Bahrain,3,Both,22,All ages,410,Neoplasms,3,Rate,2003,50.48929471900664,54.260655238918815,46.96238371201677
185,1,Deaths,160,Afghanistan,3,Both,22,All ages,410,Neoplasms,3,Rate,2004,61.008423738726194,75.32932178136156,43.33850351388653
186,1,Deaths,142,Iran,3,Both,22,All ages,526,Digestive diseases,3,Rate,2000,10.78744983666139,12.878321019147036,9.771332759117549
187,1,Deaths,157,Yemen,3,Both,22,All ages,410,Neoplasms,3,Rate,2003,31.776065700421203,40.8747605636908,23.367250194528573
188,1,Deaths,141,Egypt,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2000,257.6826268581645,267.9266175338662,246.25941437627716
